,amount,asset,date,signer,sender
135,0.932685,BTC,2021-12-24,H7Emex5oowwdhxq9c3ibwn13M9b3hE6C4aJ2idugX7U1,H7Emex5oowwdhxq9c3ibwn13M9b3hE6C4aJ2idugX7U1
136,4.7e-05,BTC,2021-12-24,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc
137,0.002412,BTC,2021-12-24,J5WcVsKNHbfioai1LRowvjvtEmUJBEkeoBim1ThshpoP,J5WcVsKNHbfioai1LRowvjvtEmUJBEkeoBim1ThshpoP
138,0.1,BTC,2021-12-24,JDvHcevLjUpaJ6Kk28nzHhT1rHGUz5Z3vhjiDNNzNxP4,JDvHcevLjUpaJ6Kk28nzHhT1rHGUz5Z3vhjiDNNzNxP4
139,0.136,BTC,2021-12-24,RuPxjUM9DUVxXwZ98Sg4PaM9GLqHuPnteUJ7jXoUtKZ,RuPxjUM9DUVxXwZ98Sg4PaM9GLqHuPnteUJ7jXoUtKZ
140,2e-06,BTC,2021-12-25,2qtxUGrLPjvgE8gSuNJfMNfxs7pBbme2h3c7oemXa1QE,2qtxUGrLPjvgE8gSuNJfMNfxs7pBbme2h3c7oemXa1QE
141,0.02,BTC,2021-12-25,36dDm4AaPz4ZNLf732DXKRr8yUKyrQMBd1oFsZvBKZJy,36dDm4AaPz4ZNLf732DXKRr8yUKyrQMBd1oFsZvBKZJy
142,0.039259,BTC,2021-12-25,3fTNTdhbaCxCVMqXGcLgcC8VzRZ9Z8PeaxZ9JMTagrqL,3fTNTdhbaCxCVMqXGcLgcC8VzRZ9Z8PeaxZ9JMTagrqL
143,0.17889,BTC,2021-12-25,5aZcxEKBA3S5dPkL2F7esXn3zNy5EpTGnFooj7mwC4PH,5aZcxEKBA3S5dPkL2F7esXn3zNy5EpTGnFooj7mwC4PH
144,5.0,BTC,2021-12-25,6KcjRvz82pWUoftcCvLdNhyjaXWgCxYdpw7UKCrSVwTT,6KcjRvz82pWUoftcCvLdNhyjaXWgCxYdpw7UKCrSVwTT
145,5.501759,BTC,2021-12-25,7VAc1SCF26iDYDK8865q43q2QLMF3ZhUPGnkWR2r8X6X,7VAc1SCF26iDYDK8865q43q2QLMF3ZhUPGnkWR2r8X6X
146,0.03,BTC,2021-12-25,9uvSu7NwQjPwUwjjrH3yAoZRVt6rY8JRisTfQpuDfGBf,9uvSu7NwQjPwUwjjrH3yAoZRVt6rY8JRisTfQpuDfGBf
147,0.05,BTC,2021-12-25,AnPNkzhU6VAMBG6uuQDm9oUNJFBuVGA9ioS484zAtJ1p,AnPNkzhU6VAMBG6uuQDm9oUNJFBuVGA9ioS484zAtJ1p
148,0.001999,BTC,2021-12-25,DDmjv9KRaUh7aiWgdQEsrLUar25GSHai4R9H8Cg1Abam,DDmjv9KRaUh7aiWgdQEsrLUar25GSHai4R9H8Cg1Abam
149,1.012977,BTC,2021-12-25,DfZ4TgqX3UcPK3fZaccJFnps3XHfSBvrYWBcmFAvC5AS,DfZ4TgqX3UcPK3fZaccJFnps3XHfSBvrYWBcmFAvC5AS
150,0.2,BTC,2021-12-25,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ
151,0.003397,BTC,2021-12-25,EoVyfc7che6nbThnvvfumgPyFXmL7wVqhVcpc1f6wbiW,EoVyfc7che6nbThnvvfumgPyFXmL7wVqhVcpc1f6wbiW
152,0.000299,BTC,2021-12-25,HHuzpKeY7Q67AvtnU9YU1cuop5roZ1XH2JdNxdry95LB,HHuzpKeY7Q67AvtnU9YU1cuop5roZ1XH2JdNxdry95LB
153,0.038801,BTC,2021-12-26,24CoH2cYsEPv3EpigCUjsqs26n1XeDrtHug4kwX7UZGD,24CoH2cYsEPv3EpigCUjsqs26n1XeDrtHug4kwX7UZGD
154,0.025239,BTC,2021-12-26,335jrByeq8hoFoxcFQvew5aqnXhFX4m6oyKeFcErkVq3,335jrByeq8hoFoxcFQvew5aqnXhFX4m6oyKeFcErkVq3
155,0.0005,BTC,2021-12-26,3tNt6fwbpxjZ5g1nRZx1SBquCGvp73tC1USjUAs1wnTR,3tNt6fwbpxjZ5g1nRZx1SBquCGvp73tC1USjUAs1wnTR
156,0.421055,BTC,2021-12-26,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m
157,0.031842,BTC,2021-12-26,4sddeh7jt7Vpo9YQQJhi98KTHpV8aFGJ4Mdf7ek4QzhV,4sddeh7jt7Vpo9YQQJhi98KTHpV8aFGJ4Mdf7ek4QzhV
158,0.02,BTC,2021-12-26,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC
159,38.705462,BTC,2021-12-26,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R
160,0.199865,BTC,2021-12-26,Gur2V4DhHpGRgECcvx5gbCSfBeK1VNbSa5tfJyuh8qQp,Gur2V4DhHpGRgECcvx5gbCSfBeK1VNbSa5tfJyuh8qQp
161,0.008615,BTC,2021-12-27,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9
162,0.005598,BTC,2021-12-27,2Xy5zVxgC4S8vaRjoFwxHgR9vw3nDHkqTVkDka5eQcGT,2Xy5zVxgC4S8vaRjoFwxHgR9vw3nDHkqTVkDka5eQcGT
163,0.5,BTC,2021-12-27,2d1qyEJRyGvB2H83ACSqUjqYLwcLHcURHWAKLXs4w9vp,2d1qyEJRyGvB2H83ACSqUjqYLwcLHcURHWAKLXs4w9vp
164,9.896595,BTC,2021-12-27,3N2cbALi6qQ2E33cRMrfC783WxAZFECtTXJoRwaSzcjD,3N2cbALi6qQ2E33cRMrfC783WxAZFECtTXJoRwaSzcjD
165,0.023387,BTC,2021-12-27,4Y1kLABkXqkUEhS5XYbEirbzn5JSTGSxVNhh4H1XmhjG,4Y1kLABkXqkUEhS5XYbEirbzn5JSTGSxVNhh4H1XmhjG
166,0.0005,BTC,2021-12-27,4mCnzdXzpANJyASbCqfgXUSUeaE14BQpVvdZJySUtRjm,4mCnzdXzpANJyASbCqfgXUSUeaE14BQpVvdZJySUtRjm
167,1.736174,BTC,2021-12-27,5hnpzcKhtaZbNy7qDWvsk5FcjzAp1t9wTFjCCyvZ7obx,5hnpzcKhtaZbNy7qDWvsk5FcjzAp1t9wTFjCCyvZ7obx
168,0.2,BTC,2021-12-27,5w81nKCZqWcpUKLbKGGQzmuLbiWsFtWRbPdPMqXDD7bh,5w81nKCZqWcpUKLbKGGQzmuLbiWsFtWRbPdPMqXDD7bh
169,0.016011,BTC,2021-12-27,5yXGsdNWa691fhjTna2LXeAp1pEDuz7LTe5C3xbJTVTN,5yXGsdNWa691fhjTna2LXeAp1pEDuz7LTe5C3xbJTVTN
170,0.553705,BTC,2021-12-27,6uo7JyWeHdoJG3Mo2JbowPPEFw6L7ZdkKkDMRHESwWuS,6uo7JyWeHdoJG3Mo2JbowPPEFw6L7ZdkKkDMRHESwWuS
171,0.011943,BTC,2021-12-27,7fVvdwZ9y4Hjj96d2zejnmucB9fSkgaogvKtqPbXJVsn,7fVvdwZ9y4Hjj96d2zejnmucB9fSkgaogvKtqPbXJVsn
172,0.025855,BTC,2021-12-27,85qepNu8uYCDr3VeAsC1Q3gPC7QGUNTqrtNzzLuds8Bw,85qepNu8uYCDr3VeAsC1Q3gPC7QGUNTqrtNzzLuds8Bw
173,0.053669,BTC,2021-12-27,945CNeVaSrseoGgr1SdJztYHUeqdfAMo8NKQaV3j3RQ3,945CNeVaSrseoGgr1SdJztYHUeqdfAMo8NKQaV3j3RQ3
174,0.008854,BTC,2021-12-27,99ogqBq4pwMjx4bRaTXgiuYcJyqZ5YC46jZAtMbXjgu1,99ogqBq4pwMjx4bRaTXgiuYcJyqZ5YC46jZAtMbXjgu1
175,0.02,BTC,2021-12-27,9SxSEJpTaNBtWPymQatBXtzACzNRFr73SLHeC4njamk5,9SxSEJpTaNBtWPymQatBXtzACzNRFr73SLHeC4njamk5
176,0.019159,BTC,2021-12-27,9xxrxvvQwTRC4ngRBotnzziXNDpZeAezRfiVi4M5khPe,9xxrxvvQwTRC4ngRBotnzziXNDpZeAezRfiVi4M5khPe
177,0.055,BTC,2021-12-27,BCGo6RhFcVnLCzZxtEh5YDyfq59nEWXPyJ5STC9PkzA1,BCGo6RhFcVnLCzZxtEh5YDyfq59nEWXPyJ5STC9PkzA1
178,0.008209,BTC,2021-12-27,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd
179,0.000637,BTC,2021-12-27,CJR5Gk4sKYKbztmvkGSy3XqzR46H7FNv3U3ifaNXXUSh,CJR5Gk4sKYKbztmvkGSy3XqzR46H7FNv3U3ifaNXXUSh
180,1.999999,BTC,2021-12-27,CvNxc1iJDDSN62Rm2xAwPtxDazFjhoZzdQ74SkTiv7KN,CvNxc1iJDDSN62Rm2xAwPtxDazFjhoZzdQ74SkTiv7KN
181,0.000541,BTC,2021-12-27,DBAMcasPmgSrStwH82DhVSKaWZrsjUR3nz6M3vc13aCs,DBAMcasPmgSrStwH82DhVSKaWZrsjUR3nz6M3vc13aCs
182,0.288672,BTC,2021-12-27,DWKP6QTADwahCKBaSuGm8vhJD6NKZCDG5FDEAQBhuCq7,DWKP6QTADwahCKBaSuGm8vhJD6NKZCDG5FDEAQBhuCq7
183,0.001937,BTC,2021-12-27,ECzHwGN9GTrN2jwqkh4W8JKg5sBGY4sqLiQu2xZcHfhm,ECzHwGN9GTrN2jwqkh4W8JKg5sBGY4sqLiQu2xZcHfhm
184,0.036592,BTC,2021-12-27,EKEmhY8XPPK94db6zF3AYzmTDAUzcCDvNLL6u2Xmdtzt,EKEmhY8XPPK94db6zF3AYzmTDAUzcCDvNLL6u2Xmdtzt
185,0.011535,BTC,2021-12-27,EUtW4f3QBEk979rYdiyK6Zmkwue86nuihjwrXCu1hi7h,EUtW4f3QBEk979rYdiyK6Zmkwue86nuihjwrXCu1hi7h
186,0.001162,BTC,2021-12-27,EdBwD8AsybwmFHpjm4zFmkctYgaSmo1uEz5Tg9JSWFVP,EdBwD8AsybwmFHpjm4zFmkctYgaSmo1uEz5Tg9JSWFVP
187,0.1,BTC,2021-12-27,Ewwa1U4rvp6ix82zNuFZwv27G1yy3c6uSuoAv1jvmPNR,Ewwa1U4rvp6ix82zNuFZwv27G1yy3c6uSuoAv1jvmPNR
188,0.18873,BTC,2021-12-27,FzbeGTSiBFhJXGTr6Q9ag5ewFo9Zigxrn9ZdSJF8Up6d,FzbeGTSiBFhJXGTr6Q9ag5ewFo9Zigxrn9ZdSJF8Up6d
189,0.001895,BTC,2021-12-27,GBHjPxtyiTz94Kta1QnA8B7HkP99S8ywAf2Si4D5demN,GBHjPxtyiTz94Kta1QnA8B7HkP99S8ywAf2Si4D5demN
190,0.019896,BTC,2021-12-27,GfaA4Qo6WUBk6YJgZWEDgqfe5VNsvPYmkY6fchWbZSaL,GfaA4Qo6WUBk6YJgZWEDgqfe5VNsvPYmkY6fchWbZSaL
191,0.594994,BTC,2021-12-27,GfiPSNeGoodxYjTNsP3asuRateZEmUFzHzBHG7UaWiwM,GfiPSNeGoodxYjTNsP3asuRateZEmUFzHzBHG7UaWiwM
192,0.0035,BTC,2021-12-27,Hj4aY1VF5VePB76oLgMHBxy13MKA4rzs3b4HfKCg7qAh,Hj4aY1VF5VePB76oLgMHBxy13MKA4rzs3b4HfKCg7qAh
193,0.06,BTC,2021-12-27,geBQshe8eJnw4fuyk2cwq9yBDdqjoaCGjArvkaXbqxM,geBQshe8eJnw4fuyk2cwq9yBDdqjoaCGjArvkaXbqxM
194,0.011385,BTC,2021-12-28,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9
195,1.442,BTC,2021-12-28,2RGiNyFgv89HzgTB5rgD2fQ8DZSQhchGf65ZhqqmL9Za,2RGiNyFgv89HzgTB5rgD2fQ8DZSQhchGf65ZhqqmL9Za
196,0.00022,BTC,2021-12-28,2cUr1V1n4QvWyT6CchmoSxjAd3HhvsonHK4X4Ai67PBx,2cUr1V1n4QvWyT6CchmoSxjAd3HhvsonHK4X4Ai67PBx
197,0.3,BTC,2021-12-28,3tNt6fwbpxjZ5g1nRZx1SBquCGvp73tC1USjUAs1wnTR,3tNt6fwbpxjZ5g1nRZx1SBquCGvp73tC1USjUAs1wnTR
198,0.002766,BTC,2021-12-28,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m
199,0.030518,BTC,2021-12-28,4w6qnCVTLdY4K3s5uYbUbnDFWPdP1vtvxRKdou3488Ne,4w6qnCVTLdY4K3s5uYbUbnDFWPdP1vtvxRKdou3488Ne
200,0.00456,BTC,2021-12-28,6o2ASdEoRGDZaaHRupBmocL7wKWNpyMXkFKePGsSs79p,6o2ASdEoRGDZaaHRupBmocL7wKWNpyMXkFKePGsSs79p
201,0.000229,BTC,2021-12-28,8Jw2karysR8eiDusgSQ9WCsTDSxrTPoPaDXbkJ78nsU6,8Jw2karysR8eiDusgSQ9WCsTDSxrTPoPaDXbkJ78nsU6
202,1.0,BTC,2021-12-28,8YnPUHGp2LnGxiw4K4u5Xx1rSsrCz8poXC7NZwyYVFSm,8YnPUHGp2LnGxiw4K4u5Xx1rSsrCz8poXC7NZwyYVFSm
203,0.258466,BTC,2021-12-28,9HJuxDecTUKDWonwVEbGnGEwnSY86rSRcdQe4rNKKQry,9HJuxDecTUKDWonwVEbGnGEwnSY86rSRcdQe4rNKKQry
204,9.951404,BTC,2021-12-28,AMuhxfJPM8uzXwC1gtj93Z48bLAvcbqYjimYNFp4MPwt,AMuhxfJPM8uzXwC1gtj93Z48bLAvcbqYjimYNFp4MPwt
205,0.002897,BTC,2021-12-28,AcNSmd5CxwLs21TYUmhWt7CW2v159TdYRkvQxb1iBYRj,AcNSmd5CxwLs21TYUmhWt7CW2v159TdYRkvQxb1iBYRj
206,0.08548,BTC,2021-12-28,AjHy1x3H6qotEU9mEFw95VvWuB84vzh2f1TzxdcPUmgT,AjHy1x3H6qotEU9mEFw95VvWuB84vzh2f1TzxdcPUmgT
207,0.031254,BTC,2021-12-28,BobSdbnTKaJdPzdUGAX4C2hf1Y21axA8Tv7LhtwEhjWF,BobSdbnTKaJdPzdUGAX4C2hf1Y21axA8Tv7LhtwEhjWF
208,0.002127,BTC,2021-12-28,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd
209,0.000376,BTC,2021-12-28,Cgg8V34uucQBjoYnxWNj3ni3RdbFjA5m5rHfTKgTipjV,Cgg8V34uucQBjoYnxWNj3ni3RdbFjA5m5rHfTKgTipjV
210,0.025486,BTC,2021-12-28,EnZKnsqTpQ2jXuR4a8fWuLcUJEmwNfbopJ3snigEvxAs,EnZKnsqTpQ2jXuR4a8fWuLcUJEmwNfbopJ3snigEvxAs
211,0.009232,BTC,2021-12-28,EthYert3T56x89KZ6oNMaDJuyECAyHN4Ra3yJVj4Yugi,EthYert3T56x89KZ6oNMaDJuyECAyHN4Ra3yJVj4Yugi
212,7.0,BTC,2021-12-28,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD
213,0.012752,BTC,2021-12-28,HQiekgronhTUJp2dU9uzoc84nZUKMNwWsS1pj88jj8w2,HQiekgronhTUJp2dU9uzoc84nZUKMNwWsS1pj88jj8w2
214,1.999997,BTC,2021-12-28,r19dpxTRJPc7okMyZruPXFs5osFhG39HsPmXC7LDtVa,r19dpxTRJPc7okMyZruPXFs5osFhG39HsPmXC7LDtVa
215,0.000363,BTC,2021-12-29,287TuzSrFGtrQbFPuXkwuQwX2nmwSpHxAMdmtKwfbzBv,287TuzSrFGtrQbFPuXkwuQwX2nmwSpHxAMdmtKwfbzBv
216,0.1,BTC,2021-12-29,2oqXaLP7zNrCQpwmGVNtcJ938DAn85oLWhtsFoww1HmY,2oqXaLP7zNrCQpwmGVNtcJ938DAn85oLWhtsFoww1HmY
217,0.006,BTC,2021-12-29,3JzY4HNQkySknEurKYKisR1WUzHksuqWfQWsX5iiBNtR,3JzY4HNQkySknEurKYKisR1WUzHksuqWfQWsX5iiBNtR
218,0.300394,BTC,2021-12-29,3dFJZBiq4veyKEfWj6LMgsX1sMpTqKAsZU6tUoAa5HRS,3dFJZBiq4veyKEfWj6LMgsX1sMpTqKAsZU6tUoAa5HRS
219,0.248804,BTC,2021-12-29,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM
220,0.32809,BTC,2021-12-29,47aneUfT3EEzftZHXwPJswwNqcRQKie3g1F29mKdZoHb,47aneUfT3EEzftZHXwPJswwNqcRQKie3g1F29mKdZoHb
221,0.004,BTC,2021-12-29,5AP5i3Qvikmh1dEez2MpQUQcubddFE9keq9zhFsEsJ9H,5AP5i3Qvikmh1dEez2MpQUQcubddFE9keq9zhFsEsJ9H
222,0.0995,BTC,2021-12-29,5CNuTwL8YmCpDfPudqL1tkHWajptusmPsHjBxFgS9sRi,5CNuTwL8YmCpDfPudqL1tkHWajptusmPsHjBxFgS9sRi
223,0.005,BTC,2021-12-29,5NwsiB3BQhVvdfsg5pPiSpLaG1s7swVUQ4DcsKdE3Cg8,5NwsiB3BQhVvdfsg5pPiSpLaG1s7swVUQ4DcsKdE3Cg8
224,0.002761,BTC,2021-12-29,5PFc4ho1uUbYKA7B3nHaLZJuh9SvBdzSMADTSpq8YZRU,5PFc4ho1uUbYKA7B3nHaLZJuh9SvBdzSMADTSpq8YZRU
225,0.04,BTC,2021-12-29,5woA5iDZoWZDiCESBvj57GyG2xKSqgXtkdX2U91J9X41,5woA5iDZoWZDiCESBvj57GyG2xKSqgXtkdX2U91J9X41
226,0.1,BTC,2021-12-29,6vUFvxzZn355yKoksNqQEkr8cK72tLMQXA67BFe6XSHB,6vUFvxzZn355yKoksNqQEkr8cK72tLMQXA67BFe6XSHB
227,0.004,BTC,2021-12-29,8KMKbRT5AmuPdCMnG2VWAxL1CrdkqMgxV5xjmeMojAu7,8KMKbRT5AmuPdCMnG2VWAxL1CrdkqMgxV5xjmeMojAu7
228,0.004,BTC,2021-12-29,99HyJeYYj7mBhwaNFEGrAqnAs14yijAYxn49AsMq6M8H,99HyJeYYj7mBhwaNFEGrAqnAs14yijAYxn49AsMq6M8H
229,0.004,BTC,2021-12-29,AeXRtWPUsL2airV1RYsXuvLicqtLsaKP1Q7AxQHL2fLV,AeXRtWPUsL2airV1RYsXuvLicqtLsaKP1Q7AxQHL2fLV
230,0.008952,BTC,2021-12-29,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd,BxgAFj7g9pnQewTZNj2XypiwnRT5ZUchGHuY8eRMWvGd
231,1.0,BTC,2021-12-29,C6bDXKt1gpGVt6Ci3FtvwbzDP5TrVcrkwEzhggb3hGVP,C6bDXKt1gpGVt6Ci3FtvwbzDP5TrVcrkwEzhggb3hGVP
232,0.026804,BTC,2021-12-29,C8hg4RuRGMkHXA2tNugJyaPjcYdc5YYpPx4g6qFAEoz,C8hg4RuRGMkHXA2tNugJyaPjcYdc5YYpPx4g6qFAEoz
233,0.5,BTC,2021-12-29,CNhyeZqHcKizwRxgLbKkqefjsnrnHmVpbGy9hdsF5LdR,CNhyeZqHcKizwRxgLbKkqefjsnrnHmVpbGy9hdsF5LdR
234,0.014132,BTC,2021-12-29,CY3E9qjLsXbU5HkJJeMQxknYbRiJKM7sb5zeHw5X4uQn,CY3E9qjLsXbU5HkJJeMQxknYbRiJKM7sb5zeHw5X4uQn
235,0.9939,BTC,2021-12-29,CusUDbkSgLXJjZNKBubNEaM73hEptK4qsgVsWuCyhgzQ,CusUDbkSgLXJjZNKBubNEaM73hEptK4qsgVsWuCyhgzQ
236,13.0,BTC,2021-12-29,CvNxc1iJDDSN62Rm2xAwPtxDazFjhoZzdQ74SkTiv7KN,CvNxc1iJDDSN62Rm2xAwPtxDazFjhoZzdQ74SkTiv7KN
237,2.000611,BTC,2021-12-29,DjHabwwHxNSN8mSCpWMAFdWLspW1z3MUUm1a3TsZMu5z,DjHabwwHxNSN8mSCpWMAFdWLspW1z3MUUm1a3TsZMu5z
238,0.004,BTC,2021-12-29,Dsfp1FvdSFN6WQ3wTR5cMECKGhRCmKGDByN66Wbf7QaF,Dsfp1FvdSFN6WQ3wTR5cMECKGhRCmKGDByN66Wbf7QaF
239,0.01,BTC,2021-12-29,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo
240,0.005517,BTC,2021-12-29,EPFrMFJ8m7ZEVZiYoqw1AgykJW5HSHMz7kYNoM2V9jhh,EPFrMFJ8m7ZEVZiYoqw1AgykJW5HSHMz7kYNoM2V9jhh
241,0.004,BTC,2021-12-29,EqfiStfzkf8vQnx6DtDvGLTL9pK59bchNeCVCFvrzwdM,EqfiStfzkf8vQnx6DtDvGLTL9pK59bchNeCVCFvrzwdM
242,0.009999,BTC,2021-12-29,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q
243,0.004,BTC,2021-12-29,FgS2u3ESMgj7EqkqGFFbDpb8da95FAYsGcP5JmWXhUSx,FgS2u3ESMgj7EqkqGFFbDpb8da95FAYsGcP5JmWXhUSx
244,1.28563,BTC,2021-12-29,FxGHxUvLrdwByrpG9c4FnLpSnrhfaAJNrxR7qayTKhSV,FxGHxUvLrdwByrpG9c4FnLpSnrhfaAJNrxR7qayTKhSV
245,0.016922,BTC,2021-12-29,G3fVq24iJjqidFCqbmQqPWvfGvRWzqAyzZFH8iJPjEnP,G3fVq24iJjqidFCqbmQqPWvfGvRWzqAyzZFH8iJPjEnP
246,0.010446,BTC,2021-12-29,GNJyy58thw6dVkHS8Z3GdHmVPusQ1PWQ5n9cngUJrcF3,GNJyy58thw6dVkHS8Z3GdHmVPusQ1PWQ5n9cngUJrcF3
247,0.0042,BTC,2021-12-29,GbYTQgbXndUJoczx23Hy3hobAReguEuddijnsRTkn8pJ,GbYTQgbXndUJoczx23Hy3hobAReguEuddijnsRTkn8pJ
248,0.004,BTC,2021-12-29,HdjvFqwHaYbnk4cF3AoGbTqSxN9BtJYJHhhsJRuwa1WB,HdjvFqwHaYbnk4cF3AoGbTqSxN9BtJYJHhhsJRuwa1WB
249,0.004,BTC,2021-12-29,Tmkw3k3hcF2HhqtPRaBd47u8iKZ4wuw7mKt3j3rix5W,Tmkw3k3hcF2HhqtPRaBd47u8iKZ4wuw7mKt3j3rix5W
250,0.04,BTC,2021-12-29,Xq6EVTy3fV2eLhrcgsvKMhmHiudZKAqFmMErVzNMW7z,Xq6EVTy3fV2eLhrcgsvKMhmHiudZKAqFmMErVzNMW7z
251,0.098499,BTC,2021-12-30,2Ms1kxPeaCJqujy9cR12cLdmdRkiasX9wtHcrYSXQyeK,2Ms1kxPeaCJqujy9cR12cLdmdRkiasX9wtHcrYSXQyeK
252,0.182916,BTC,2021-12-30,2SBQ287FaSs7NABv2SZMTQMfgdLkg9PGM5b11FPjR4Fg,2SBQ287FaSs7NABv2SZMTQMfgdLkg9PGM5b11FPjR4Fg
253,0.198024,BTC,2021-12-30,2giJncPE3qzhXwy9kWicun78CDECWKNyucZU77TMwqAy,2giJncPE3qzhXwy9kWicun78CDECWKNyucZU77TMwqAy
254,0.002003,BTC,2021-12-30,2gjLQvrYc3SEr28rSQ335QCDC3anEkDEsFsz7AfEfyzy,2gjLQvrYc3SEr28rSQ335QCDC3anEkDEsFsz7AfEfyzy
255,1.0,BTC,2021-12-30,34V6WrcKzzhRSeQm57Fr1Ko7auhorwyXFkxaCBoAxawa,34V6WrcKzzhRSeQm57Fr1Ko7auhorwyXFkxaCBoAxawa
256,0.007655,BTC,2021-12-30,3aLNEidrtxvrduH8k1E5PpTBNhgSnJpLNEtWN7BfH5HY,3aLNEidrtxvrduH8k1E5PpTBNhgSnJpLNEtWN7BfH5HY
257,0.00486,BTC,2021-12-30,3jJBxEujKsutB7v8z1bUUAQjoY1VwoKotmYxLR7TEZzw,3jJBxEujKsutB7v8z1bUUAQjoY1VwoKotmYxLR7TEZzw
258,0.21,BTC,2021-12-30,3xibc7aTNMsxgkMZexekoizU74w96iGmXEKasa55rFZL,3xibc7aTNMsxgkMZexekoizU74w96iGmXEKasa55rFZL
259,0.0425,BTC,2021-12-30,48WqeALQpzc5QUaAJrwB9gBgiPu12LY7SsuAoEFDabtM,48WqeALQpzc5QUaAJrwB9gBgiPu12LY7SsuAoEFDabtM
260,0.028482,BTC,2021-12-30,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa
261,0.004011,BTC,2021-12-30,69dUF4eEDzLU3GMSR2y4Yo7h9oNwqHA1DKrEPCnG3Duw,69dUF4eEDzLU3GMSR2y4Yo7h9oNwqHA1DKrEPCnG3Duw
262,0.00026,BTC,2021-12-30,6XFLffp8QDboLusSdKFyVweDJLuXrxqifcefF4JpFaWk,6XFLffp8QDboLusSdKFyVweDJLuXrxqifcefF4JpFaWk
263,0.005407,BTC,2021-12-30,6o2ASdEoRGDZaaHRupBmocL7wKWNpyMXkFKePGsSs79p,6o2ASdEoRGDZaaHRupBmocL7wKWNpyMXkFKePGsSs79p
264,0.100392,BTC,2021-12-30,7VCnHLBCwzSsbFEtb9LdL1NdJKwaPYyy8rcF1XaLtvdV,7VCnHLBCwzSsbFEtb9LdL1NdJKwaPYyy8rcF1XaLtvdV
265,0.000219,BTC,2021-12-30,7turo34hjdMUcaY3AB3qoWGvRVwGgE2uaPRYJLTmnQLo,7turo34hjdMUcaY3AB3qoWGvRVwGgE2uaPRYJLTmnQLo
266,0.009999,BTC,2021-12-30,836LYCH1zh1jBotsNWs6QqXBxcCpdx92gX5Rz1K9BPqV,836LYCH1zh1jBotsNWs6QqXBxcCpdx92gX5Rz1K9BPqV
267,0.1166,BTC,2021-12-30,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ
268,0.236632,BTC,2021-12-30,9KoEaJHEeFf4f6qw4qoJEo2XSHfXZ5fCySjh58aYPn4r,9KoEaJHEeFf4f6qw4qoJEo2XSHfXZ5fCySjh58aYPn4r
269,0.020155,BTC,2021-12-30,9kiNRgDzfbRAcid4w6nbcH7eZtyUuWFr9t6LGKDaDbS6,9kiNRgDzfbRAcid4w6nbcH7eZtyUuWFr9t6LGKDaDbS6
